cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,measure_name,score,footnote,date
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,12,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,88,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,16,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",82,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,3,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RESPECT_MBV,The hospice team usually treated the patient with respect,9,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,RESPECT_TBV,The hospice team always treated the patient with respect,88,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,72,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TEAM_COMM_MBV,The hospice team usually communicated well,14,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TEAM_COMM_TBV,The hospice team always communicated well,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,11,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TIMELY_CARE_TBV,The hospice team always provided timely help,76,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TRAINING_BBV,They did not receive the training they needed,10,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TRAINING_MBV,They somewhat received the training they needed,19,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331532,"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,,WOODBURY,NY,11797,Nassau,(516) 832-7100,2,TRAINING_TBV,They definitely received the training they needed,71,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,12,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,88,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,78,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",6,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",12,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",82,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,3,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RESPECT_MBV,The hospice team usually treated the patient with respect,10,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,RESPECT_TBV,The hospice team always treated the patient with respect,87,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,14,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,71,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TEAM_COMM_MBV,The hospice team usually communicated well,13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TEAM_COMM_TBV,The hospice team always communicated well,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,14,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TIMELY_CARE_TBV,The hospice team always provided timely help,73,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TRAINING_BBV,They did not receive the training they needed,10,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TRAINING_MBV,They somewhat received the training they needed,18,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331544,GOOD SHEPHERD HOSPICE,"110 BI-COUNTY BOULEVARD, SUITE 114",,FARMINGDALE,NY,11735,Nassau,(631) 465-6300,2,TRAINING_TBV,They definitely received the training they needed,72,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,85,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,18,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,24,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,58,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",20,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",65,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RESPECT_MBV,The hospice team usually treated the patient with respect,17,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,RESPECT_TBV,The hospice team always treated the patient with respect,68,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,16,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,37,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,47,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,19,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TEAM_COMM_MBV,The hospice team usually communicated well,24,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TEAM_COMM_TBV,The hospice team always communicated well,57,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,14,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,31,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TIMELY_CARE_TBV,The hospice team always provided timely help,55,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TRAINING_BBV,They did not receive the training they needed,Not Available,6,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
