cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,measure_name,score,footnote,date
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TRAINING_MBV,They somewhat received the training they needed,Not Available,6,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331561,COMPREHENSIVE COMM HOSPICE OF PARKER JEWISH INST,271-11  76TH AVENUE,,NEW HYDE PARK,NY,11040,Nassau,(516) 586-1575,2,TRAINING_TBV,They definitely received the training they needed,Not Available,6,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,11,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,89,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,3,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,9,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,88,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",2,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",90,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,2,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RESPECT_MBV,The hospice team usually treated the patient with respect,6,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,RESPECT_TBV,The hospice team always treated the patient with respect,92,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,12,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,13,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,75,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TEAM_COMM_MBV,The hospice team usually communicated well,11,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TEAM_COMM_TBV,The hospice team always communicated well,84,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,9,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,11,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TIMELY_CARE_TBV,The hospice team always provided timely help,80,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TRAINING_BBV,They did not receive the training they needed,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TRAINING_MBV,They somewhat received the training they needed,15,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331535,"VNS AND HOSPICE OF SUFFOLK, INC",101 LAUREL ROAD,,EAST NORTHPORT,NY,11731,Suffolk,(631) 930-9399,2,TRAINING_TBV,They definitely received the training they needed,77,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,93,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,0,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,93,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",2,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",91,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,1,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RESPECT_MBV,The hospice team usually treated the patient with respect,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,RESPECT_TBV,The hospice team always treated the patient with respect,92,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,6,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,17,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,77,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,3,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TEAM_COMM_MBV,The hospice team usually communicated well,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TEAM_COMM_TBV,The hospice team always communicated well,89,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TIMELY_CARE_TBV,The hospice team always provided timely help,85,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TRAINING_BBV,They did not receive the training they needed,7,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TRAINING_MBV,They somewhat received the training they needed,14,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331537,LONG ISLAND COMMUNITY HOSPITAL HOSPICE,105 WEST MAIN STREET,,PATCHOGUE,NY,11772,Suffolk,(631) 687-2960,2,TRAINING_TBV,They definitely received the training they needed,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,EMO_REL_BBV,The hospice team did |not| provide the right amount of emotional and spiritual support,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,EMO_REL_MBV,,Not Applicable,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,EMO_REL_TBV,The hospice team provided the right amount of emotional and spiritual support,92,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RATING_BBV,Caregivers rated the hospice agency a 6 or lower,2,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RATING_MBV,Caregivers rated the hospice agency a 7 or 8,9,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RATING_TBV,Caregivers rated the hospice agency a 9 or 10,89,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RECOMMEND_BBV,"NO, they would probably not or definitely not recommend the hospice",2,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RECOMMEND_MBV,"YES, they would probably recommend the hospice",3,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RECOMMEND_TBV,"YES, they would definitely recommend the hospice",95,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RESPECT_BBV,The hospice team sometimes or never treated the patient with respect,1,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RESPECT_MBV,The hospice team usually treated the patient with respect,5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,RESPECT_TBV,The hospice team always treated the patient with respect,94,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,SYMPTOMS_BBV,The patient sometimes or never got the help they needed for pain and symptoms,9,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,SYMPTOMS_MBV,The patient usually got the help they needed for pain and symptoms,12,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,SYMPTOMS_TBV,The patient always got the help they needed for pain and symptoms,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TEAM_COMM_BBV,The hospice team sometimes or never communicated well,5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TEAM_COMM_MBV,The hospice team usually communicated well,10,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TEAM_COMM_TBV,The hospice team always communicated well,85,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TIMELY_CARE_BBV,The hospice team sometimes or never provided timely help,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TIMELY_CARE_MBV,The hospice team usually provided timely help,8,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TIMELY_CARE_TBV,The hospice team always provided timely help,84,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TRAINING_BBV,They did not receive the training they needed,5,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TRAINING_MBV,They somewhat received the training they needed,16,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
331546,"EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,11978,Suffolk,(631) 288-8400,2,TRAINING_TBV,They definitely received the training they needed,79,,10/01/2018-12/31/2019; 07/01/2020-03/31/2021
